A,Count(A),Event,P(B|A)
LLLLLLRRRL,0,L|LLLLLLRRRL,0.0
LLLLLLRRRL,0,R|LLLLLLRRRL,0.0
LLLLLLRRRR,0,L|LLLLLLRRRR,0.0
LLLLLLRRRR,0,R|LLLLLLRRRR,0.0
LLLLLRLLLL,0,L|LLLLLRLLLL,0.0
LLLLLRLLLL,0,R|LLLLLRLLLL,0.0
LLLLLRLLLR,0,L|LLLLLRLLLR,0.0
LLLLLRLLLR,0,R|LLLLLRLLLR,0.0
LLLLLRLLRL,0,L|LLLLLRLLRL,0.0
LLLLLRLLRL,0,R|LLLLLRLLRL,0.0
LLLLLRLLRR,0,L|LLLLLRLLRR,0.0
LLLLLRLLRR,0,R|LLLLLRLLRR,0.0
LLLLLRLRLL,0,L|LLLLLRLRLL,0.0
LLLLLRLRLL,0,R|LLLLLRLRLL,0.0
LLLLLRLRLR,0,L|LLLLLRLRLR,0.0
LLLLLRLRLR,0,R|LLLLLRLRLR,0.0
LLLLLRLRRL,0,L|LLLLLRLRRL,0.0
LLLLLRLRRL,0,R|LLLLLRLRRL,0.0
LLLLLRLRRR,0,L|LLLLLRLRRR,0.0
LLLLLRLRRR,0,R|LLLLLRLRRR,0.0
LLLLLRRLLL,0,L|LLLLLRRLLL,0.0
LLLLLRRLLL,0,R|LLLLLRRLLL,0.0
LLLLLRRLLR,0,L|LLLLLRRLLR,0.0
LLLLLRRLLR,0,R|LLLLLRRLLR,0.0
LLLLLRRLRL,0,L|LLLLLRRLRL,0.0
LLLLLRRLRL,0,R|LLLLLRRLRL,0.0
LLLLLRRLRR,0,L|LLLLLRRLRR,0.0
LLLLLRRLRR,0,R|LLLLLRRLRR,0.0
LLLLLRRRLL,0,L|LLLLLRRRLL,0.0
LLLLLRRRLL,0,R|LLLLLRRRLL,0.0
LLLLLRRRLR,0,L|LLLLLRRRLR,0.0
LLLLLRRRLR,0,R|LLLLLRRRLR,0.0
LLLLLRRRRL,0,L|LLLLLRRRRL,0.0
LLLLLRRRRL,0,R|LLLLLRRRRL,0.0
LLLLLRRRRR,0,L|LLLLLRRRRR,0.0
LLLLLRRRRR,0,R|LLLLLRRRRR,0.0
LLLLRLLLLL,0,L|LLLLRLLLLL,0.0
LLLLRLLLLL,0,R|LLLLRLLLLL,0.0
LLLLRLLLLR,0,L|LLLLRLLLLR,0.0
LLLLRLLLLR,0,R|LLLLRLLLLR,0.0
LLLLRLLLRL,0,L|LLLLRLLLRL,0.0
LLLLRLLLRL,0,R|LLLLRLLLRL,0.0
LLLLRLLLRR,0,L|LLLLRLLLRR,0.0
LLLLRLLLRR,0,R|LLLLRLLLRR,0.0
LLLLRLLRLL,0,L|LLLLRLLRLL,0.0
LLLLRLLRLL,0,R|LLLLRLLRLL,0.0
LLLLRLLRLR,0,L|LLLLRLLRLR,0.0
LLLLRLLRLR,0,R|LLLLRLLRLR,0.0
LLLLRLLRRL,0,L|LLLLRLLRRL,0.0
LLLLRLLRRL,0,R|LLLLRLLRRL,0.0
LLLLRLLRRR,0,L|LLLLRLLRRR,0.0
LLLLRLLRRR,0,R|LLLLRLLRRR,0.0
LLLLRLRLLL,0,L|LLLLRLRLLL,0.0
LLLLRLRLLL,0,R|LLLLRLRLLL,0.0
LLLLRLRLLR,0,L|LLLLRLRLLR,0.0
LLLLRLRLLR,0,R|LLLLRLRLLR,0.0
LLLLRLRLRL,0,L|LLLLRLRLRL,0.0
LLLLRLRLRL,0,R|LLLLRLRLRL,0.0
LLLLRLRLRR,0,L|LLLLRLRLRR,0.0
LLLLRLRLRR,0,R|LLLLRLRLRR,0.0
LLLLRLRRLL,0,L|LLLLRLRRLL,0.0
LLLLRLRRLL,0,R|LLLLRLRRLL,0.0
LLLLRLRRLR,0,L|LLLLRLRRLR,0.0
LLLLRLRRLR,0,R|LLLLRLRRLR,0.0
LLLLRLRRRL,0,L|LLLLRLRRRL,0.0
LLLLRLRRRL,0,R|LLLLRLRRRL,0.0
LLLLRLRRRR,0,L|LLLLRLRRRR,0.0
LLLLRLRRRR,0,R|LLLLRLRRRR,0.0
LLLLRRLLLL,0,L|LLLLRRLLLL,0.0
LLLLRRLLLL,0,R|LLLLRRLLLL,0.0
LLLLRRLLLR,0,L|LLLLRRLLLR,0.0
LLLLRRLLLR,0,R|LLLLRRLLLR,0.0
LLLLRRLLRL,0,L|LLLLRRLLRL,0.0
LLLLRRLLRL,0,R|LLLLRRLLRL,0.0
LLLLRRLLRR,0,L|LLLLRRLLRR,0.0
LLLLRRLLRR,0,R|LLLLRRLLRR,0.0
LLLLRRLRLL,0,L|LLLLRRLRLL,0.0
LLLLRRLRLL,0,R|LLLLRRLRLL,0.0
LLLLRRLRLR,0,L|LLLLRRLRLR,0.0
LLLLRRLRLR,0,R|LLLLRRLRLR,0.0
LLLLRRLRRL,0,L|LLLLRRLRRL,0.0
LLLLRRLRRL,0,R|LLLLRRLRRL,0.0
LLLLRRLRRR,0,L|LLLLRRLRRR,0.0
LLLLRRLRRR,0,R|LLLLRRLRRR,0.0
LLLLRRRLLL,0,L|LLLLRRRLLL,0.0
LLLLRRRLLL,0,R|LLLLRRRLLL,0.0
LLLLRRRLLR,0,L|LLLLRRRLLR,0.0
LLLLRRRLLR,0,R|LLLLRRRLLR,0.0
LLLLRRRLRL,0,L|LLLLRRRLRL,0.0
LLLLRRRLRL,0,R|LLLLRRRLRL,0.0
LLLLRRRLRR,0,L|LLLLRRRLRR,0.0
LLLLRRRLRR,0,R|LLLLRRRLRR,0.0
LLLLRRRRLL,0,L|LLLLRRRRLL,0.0
LLLLRRRRLL,0,R|LLLLRRRRLL,0.0
LLLLRRRRLR,0,L|LLLLRRRRLR,0.0
LLLLRRRRLR,0,R|LLLLRRRRLR,0.0
LLLLRRRRRL,0,L|LLLLRRRRRL,0.0
LLLLRRRRRL,0,R|LLLLRRRRRL,0.0
LLLLRRRRRR,0,L|LLLLRRRRRR,0.0
LLLLRRRRRR,0,R|LLLLRRRRRR,0.0
LLLRLLLLLL,0,L|LLLRLLLLLL,0.0
LLLRLLLLLL,0,R|LLLRLLLLLL,0.0
LLLRLLLLLR,0,L|LLLRLLLLLR,0.0
LLLRLLLLLR,0,R|LLLRLLLLLR,0.0
LLLRLLLLRL,0,L|LLLRLLLLRL,0.0
LLLRLLLLRL,0,R|LLLRLLLLRL,0.0
LLLRLLLLRR,0,L|LLLRLLLLRR,0.0
LLLRLLLLRR,0,R|LLLRLLLLRR,0.0
LLLRLLLRLL,0,L|LLLRLLLRLL,0.0
LLLRLLLRLL,0,R|LLLRLLLRLL,0.0
LLLRLLLRLR,0,L|LLLRLLLRLR,0.0
LLLRLLLRLR,0,R|LLLRLLLRLR,0.0
LLLRLLLRRL,0,L|LLLRLLLRRL,0.0
LLLRLLLRRL,0,R|LLLRLLLRRL,0.0
LLLRLLLRRR,0,L|LLLRLLLRRR,0.0
LLLRLLLRRR,0,R|LLLRLLLRRR,0.0
LLLRLLRLLL,0,L|LLLRLLRLLL,0.0
LLLRLLRLLL,0,R|LLLRLLRLLL,0.0
LLLRLLRLLR,0,L|LLLRLLRLLR,0.0
LLLRLLRLLR,0,R|LLLRLLRLLR,0.0
LLLRLLRLRL,0,L|LLLRLLRLRL,0.0
LLLRLLRLRL,0,R|LLLRLLRLRL,0.0
LLLRLLRLRR,0,L|LLLRLLRLRR,0.0
LLLRLLRLRR,0,R|LLLRLLRLRR,0.0
LLLRLLRRLL,0,L|LLLRLLRRLL,0.0
LLLRLLRRLL,0,R|LLLRLLRRLL,0.0
LLLRLLRRLR,0,L|LLLRLLRRLR,0.0
LLLRLLRRLR,0,R|LLLRLLRRLR,0.0
LLLRLLRRRL,0,L|LLLRLLRRRL,0.0
LLLRLLRRRL,0,R|LLLRLLRRRL,0.0
LLLRLLRRRR,0,L|LLLRLLRRRR,0.0
LLLRLLRRRR,0,R|LLLRLLRRRR,0.0
LLLRLRLLLL,0,L|LLLRLRLLLL,0.0
LLLRLRLLLL,0,R|LLLRLRLLLL,0.0
LLLRLRLLLR,0,L|LLLRLRLLLR,0.0
LLLRLRLLLR,0,R|LLLRLRLLLR,0.0
LLLRLRLLRL,0,L|LLLRLRLLRL,0.0
LLLRLRLLRL,0,R|LLLRLRLLRL,0.0
LLLRLRLLRR,0,L|LLLRLRLLRR,0.0
LLLRLRLLRR,0,R|LLLRLRLLRR,0.0
LLLRLRLRLL,0,L|LLLRLRLRLL,0.0
LLLRLRLRLL,0,R|LLLRLRLRLL,0.0
LLLRLRLRLR,0,L|LLLRLRLRLR,0.0
LLLRLRLRLR,0,R|LLLRLRLRLR,0.0
LLLRLRLRRL,0,L|LLLRLRLRRL,0.0
LLLRLRLRRL,0,R|LLLRLRLRRL,0.0
LLLRLRLRRR,0,L|LLLRLRLRRR,0.0
LLLRLRLRRR,0,R|LLLRLRLRRR,0.0
LLLRLRRLLL,0,L|LLLRLRRLLL,0.0
LLLRLRRLLL,0,R|LLLRLRRLLL,0.0
LLLRLRRLLR,0,L|LLLRLRRLLR,0.0
LLLRLRRLLR,0,R|LLLRLRRLLR,0.0
LLLRLRRLRL,0,L|LLLRLRRLRL,0.0
LLLRLRRLRL,0,R|LLLRLRRLRL,0.0
LLLRLRRLRR,0,L|LLLRLRRLRR,0.0
LLLRLRRLRR,0,R|LLLRLRRLRR,0.0
LLLRLRRRLL,0,L|LLLRLRRRLL,0.0
LLLRLRRRLL,0,R|LLLRLRRRLL,0.0
LLLRLRRRLR,0,L|LLLRLRRRLR,0.0
LLLRLRRRLR,0,R|LLLRLRRRLR,0.0
LLLRLRRRRL,0,L|LLLRLRRRRL,0.0
LLLRLRRRRL,0,R|LLLRLRRRRL,0.0
LLLRLRRRRR,0,L|LLLRLRRRRR,0.0
LLLRLRRRRR,0,R|LLLRLRRRRR,0.0
LLLRRLLLLL,0,L|LLLRRLLLLL,0.0
LLLRRLLLLL,0,R|LLLRRLLLLL,0.0
LLLRRLLLLR,0,L|LLLRRLLLLR,0.0
LLLRRLLLLR,0,R|LLLRRLLLLR,0.0
LLLRRLLLRL,0,L|LLLRRLLLRL,0.0
LLLRRLLLRL,0,R|LLLRRLLLRL,0.0
LLLRRLLLRR,0,L|LLLRRLLLRR,0.0
LLLRRLLLRR,0,R|LLLRRLLLRR,0.0
LLLRRLLRLL,0,L|LLLRRLLRLL,0.0
LLLRRLLRLL,0,R|LLLRRLLRLL,0.0
LLLRRLLRLR,0,L|LLLRRLLRLR,0.0
LLLRRLLRLR,0,R|LLLRRLLRLR,0.0
LLLRRLLRRL,0,L|LLLRRLLRRL,0.0
LLLRRLLRRL,0,R|LLLRRLLRRL,0.0
LLLRRLLRRR,0,L|LLLRRLLRRR,0.0
LLLRRLLRRR,0,R|LLLRRLLRRR,0.0
LLLRRLRLLL,0,L|LLLRRLRLLL,0.0
LLLRRLRLLL,0,R|LLLRRLRLLL,0.0
LLLRRLRLLR,0,L|LLLRRLRLLR,0.0
LLLRRLRLLR,0,R|LLLRRLRLLR,0.0
LLLRRLRLRL,0,L|LLLRRLRLRL,0.0
LLLRRLRLRL,0,R|LLLRRLRLRL,0.0
LLLRRLRLRR,0,L|LLLRRLRLRR,0.0
LLLRRLRLRR,0,R|LLLRRLRLRR,0.0
LLLRRLRRLL,0,L|LLLRRLRRLL,0.0
LLLRRLRRLL,0,R|LLLRRLRRLL,0.0
LLLRRLRRLR,0,L|LLLRRLRRLR,0.0
LLLRRLRRLR,0,R|LLLRRLRRLR,0.0
LLLRRLRRRL,0,L|LLLRRLRRRL,0.0
LLLRRLRRRL,0,R|LLLRRLRRRL,0.0
LLLRRLRRRR,0,L|LLLRRLRRRR,0.0
LLLRRLRRRR,0,R|LLLRRLRRRR,0.0
LLLRRRLLLL,0,L|LLLRRRLLLL,0.0
LLLRRRLLLL,0,R|LLLRRRLLLL,0.0
LLLRRRLLLR,0,L|LLLRRRLLLR,0.0
LLLRRRLLLR,0,R|LLLRRRLLLR,0.0
LLLRRRLLRL,0,L|LLLRRRLLRL,0.0
LLLRRRLLRL,0,R|LLLRRRLLRL,0.0
LLLRRRLLRR,0,L|LLLRRRLLRR,0.0
LLLRRRLLRR,0,R|LLLRRRLLRR,0.0
LLLRRRLRLL,0,L|LLLRRRLRLL,0.0
LLLRRRLRLL,0,R|LLLRRRLRLL,0.0
LLLRRRLRLR,0,L|LLLRRRLRLR,0.0
LLLRRRLRLR,0,R|LLLRRRLRLR,0.0
LLLRRRLRRL,0,L|LLLRRRLRRL,0.0
LLLRRRLRRL,0,R|LLLRRRLRRL,0.0
LLLRRRLRRR,0,L|LLLRRRLRRR,0.0
LLLRRRLRRR,0,R|LLLRRRLRRR,0.0
LLLRRRRLLL,0,L|LLLRRRRLLL,0.0
LLLRRRRLLL,0,R|LLLRRRRLLL,0.0
LLLRRRRLLR,0,L|LLLRRRRLLR,0.0
LLLRRRRLLR,0,R|LLLRRRRLLR,0.0
LLLRRRRLRL,0,L|LLLRRRRLRL,0.0
LLLRRRRLRL,0,R|LLLRRRRLRL,0.0
LLLRRRRLRR,0,L|LLLRRRRLRR,0.0
LLLRRRRLRR,0,R|LLLRRRRLRR,0.0
LLLRRRRRLL,0,L|LLLRRRRRLL,0.0
LLLRRRRRLL,0,R|LLLRRRRRLL,0.0
LLLRRRRRLR,0,L|LLLRRRRRLR,0.0
LLLRRRRRLR,0,R|LLLRRRRRLR,0.0
LLLRRRRRRL,0,L|LLLRRRRRRL,0.0
LLLRRRRRRL,0,R|LLLRRRRRRL,0.0
LLLRRRRRRR,0,L|LLLRRRRRRR,0.0
LLLRRRRRRR,0,R|LLLRRRRRRR,0.0
LLRLLLLLLL,0,L|LLRLLLLLLL,0.0
LLRLLLLLLL,0,R|LLRLLLLLLL,0.0
LLRLLLLLLR,0,L|LLRLLLLLLR,0.0
LLRLLLLLLR,0,R|LLRLLLLLLR,0.0
LLRLLLLLRL,0,L|LLRLLLLLRL,0.0
LLRLLLLLRL,0,R|LLRLLLLLRL,0.0
LLRLLLLLRR,0,L|LLRLLLLLRR,0.0
LLRLLLLLRR,0,R|LLRLLLLLRR,0.0
LLRLLLLRLL,0,L|LLRLLLLRLL,0.0
LLRLLLLRLL,0,R|LLRLLLLRLL,0.0
LLRLLLLRLR,0,L|LLRLLLLRLR,0.0
LLRLLLLRLR,0,R|LLRLLLLRLR,0.0
LLRLLLLRRL,0,L|LLRLLLLRRL,0.0
LLRLLLLRRL,0,R|LLRLLLLRRL,0.0
LLRLLLLRRR,0,L|LLRLLLLRRR,0.0
LLRLLLLRRR,0,R|LLRLLLLRRR,0.0
LLRLLLRLLL,0,L|LLRLLLRLLL,0.0
LLRLLLRLLL,0,R|LLRLLLRLLL,0.0
LLRLLLRLLR,0,L|LLRLLLRLLR,0.0
LLRLLLRLLR,0,R|LLRLLLRLLR,0.0
LLRLLLRLRL,0,L|LLRLLLRLRL,0.0
LLRLLLRLRL,0,R|LLRLLLRLRL,0.0
LLRLLLRLRR,0,L|LLRLLLRLRR,0.0
LLRLLLRLRR,0,R|LLRLLLRLRR,0.0
LLRLLLRRLL,0,L|LLRLLLRRLL,0.0
LLRLLLRRLL,0,R|LLRLLLRRLL,0.0
LLRLLLRRLR,0,L|LLRLLLRRLR,0.0
LLRLLLRRLR,0,R|LLRLLLRRLR,0.0
LLRLLLRRRL,0,L|LLRLLLRRRL,0.0
LLRLLLRRRL,0,R|LLRLLLRRRL,0.0
LLRLLLRRRR,0,L|LLRLLLRRRR,0.0
LLRLLLRRRR,0,R|LLRLLLRRRR,0.0
LLRLLRLLLL,0,L|LLRLLRLLLL,0.0
LLRLLRLLLL,0,R|LLRLLRLLLL,0.0
LLRLLRLLLR,0,L|LLRLLRLLLR,0.0
LLRLLRLLLR,0,R|LLRLLRLLLR,0.0
LLRLLRLLRL,0,L|LLRLLRLLRL,0.0
LLRLLRLLRL,0,R|LLRLLRLLRL,0.0
LLRLLRLLRR,0,L|LLRLLRLLRR,0.0
LLRLLRLLRR,0,R|LLRLLRLLRR,0.0
LLRLLRLRLL,0,L|LLRLLRLRLL,0.0
LLRLLRLRLL,0,R|LLRLLRLRLL,0.0
LLRLLRLRLR,0,L|LLRLLRLRLR,0.0
LLRLLRLRLR,0,R|LLRLLRLRLR,0.0
LLRLLRLRRL,0,L|LLRLLRLRRL,0.0
LLRLLRLRRL,0,R|LLRLLRLRRL,0.0
LLRLLRLRRR,0,L|LLRLLRLRRR,0.0
LLRLLRLRRR,0,R|LLRLLRLRRR,0.0
LLRLLRRLLL,0,L|LLRLLRRLLL,0.0
LLRLLRRLLL,0,R|LLRLLRRLLL,0.0
LLRLLRRLLR,0,L|LLRLLRRLLR,0.0
LLRLLRRLLR,0,R|LLRLLRRLLR,0.0
LLRLLRRLRL,0,L|LLRLLRRLRL,0.0
LLRLLRRLRL,0,R|LLRLLRRLRL,0.0
LLRLLRRLRR,0,L|LLRLLRRLRR,0.0
LLRLLRRLRR,0,R|LLRLLRRLRR,0.0
LLRLLRRRLL,0,L|LLRLLRRRLL,0.0
LLRLLRRRLL,0,R|LLRLLRRRLL,0.0
LLRLLRRRLR,0,L|LLRLLRRRLR,0.0
LLRLLRRRLR,0,R|LLRLLRRRLR,0.0
LLRLLRRRRL,0,L|LLRLLRRRRL,0.0
LLRLLRRRRL,0,R|LLRLLRRRRL,0.0
LLRLLRRRRR,0,L|LLRLLRRRRR,0.0
LLRLLRRRRR,0,R|LLRLLRRRRR,0.0
LLRLRLLLLL,0,L|LLRLRLLLLL,0.0
LLRLRLLLLL,0,R|LLRLRLLLLL,0.0
LLRLRLLLLR,0,L|LLRLRLLLLR,0.0
LLRLRLLLLR,0,R|LLRLRLLLLR,0.0
LLRLRLLLRL,0,L|LLRLRLLLRL,0.0
LLRLRLLLRL,0,R|LLRLRLLLRL,0.0
LLRLRLLLRR,0,L|LLRLRLLLRR,0.0
LLRLRLLLRR,0,R|LLRLRLLLRR,0.0
LLRLRLLRLL,0,L|LLRLRLLRLL,0.0
LLRLRLLRLL,0,R|LLRLRLLRLL,0.0
LLRLRLLRLR,0,L|LLRLRLLRLR,0.0
LLRLRLLRLR,0,R|LLRLRLLRLR,0.0
LLRLRLLRRL,0,L|LLRLRLLRRL,0.0
LLRLRLLRRL,0,R|LLRLRLLRRL,0.0
LLRLRLLRRR,0,L|LLRLRLLRRR,0.0
LLRLRLLRRR,0,R|LLRLRLLRRR,0.0
LLRLRLRLLL,0,L|LLRLRLRLLL,0.0
LLRLRLRLLL,0,R|LLRLRLRLLL,0.0
LLRLRLRLLR,0,L|LLRLRLRLLR,0.0
LLRLRLRLLR,0,R|LLRLRLRLLR,0.0
LLRLRLRLRL,0,L|LLRLRLRLRL,0.0
LLRLRLRLRL,0,R|LLRLRLRLRL,0.0
LLRLRLRLRR,0,L|LLRLRLRLRR,0.0
LLRLRLRLRR,0,R|LLRLRLRLRR,0.0
LLRLRLRRLL,0,L|LLRLRLRRLL,0.0
LLRLRLRRLL,0,R|LLRLRLRRLL,0.0
LLRLRLRRLR,0,L|LLRLRLRRLR,0.0
LLRLRLRRLR,0,R|LLRLRLRRLR,0.0
LLRLRLRRRL,0,L|LLRLRLRRRL,0.0
LLRLRLRRRL,0,R|LLRLRLRRRL,0.0
LLRLRLRRRR,0,L|LLRLRLRRRR,0.0
LLRLRLRRRR,0,R|LLRLRLRRRR,0.0
LLRLRRLLLL,0,L|LLRLRRLLLL,0.0
LLRLRRLLLL,0,R|LLRLRRLLLL,0.0
LLRLRRLLLR,0,L|LLRLRRLLLR,0.0
LLRLRRLLLR,0,R|LLRLRRLLLR,0.0
LLRLRRLLRL,0,L|LLRLRRLLRL,0.0
LLRLRRLLRL,0,R|LLRLRRLLRL,0.0
LLRLRRLLRR,0,L|LLRLRRLLRR,0.0
LLRLRRLLRR,0,R|LLRLRRLLRR,0.0
LLRLRRLRLL,0,L|LLRLRRLRLL,0.0
LLRLRRLRLL,0,R|LLRLRRLRLL,0.0
LLRLRRLRLR,0,L|LLRLRRLRLR,0.0
LLRLRRLRLR,0,R|LLRLRRLRLR,0.0
LLRLRRLRRL,0,L|LLRLRRLRRL,0.0
LLRLRRLRRL,0,R|LLRLRRLRRL,0.0
LLRLRRLRRR,0,L|LLRLRRLRRR,0.0
LLRLRRLRRR,0,R|LLRLRRLRRR,0.0
LLRLRRRLLL,0,L|LLRLRRRLLL,0.0
LLRLRRRLLL,0,R|LLRLRRRLLL,0.0
LLRLRRRLLR,0,L|LLRLRRRLLR,0.0
LLRLRRRLLR,0,R|LLRLRRRLLR,0.0
LLRLRRRLRL,0,L|LLRLRRRLRL,0.0
LLRLRRRLRL,0,R|LLRLRRRLRL,0.0
LLRLRRRLRR,0,L|LLRLRRRLRR,0.0
LLRLRRRLRR,0,R|LLRLRRRLRR,0.0
LLRLRRRRLL,0,L|LLRLRRRRLL,0.0
LLRLRRRRLL,0,R|LLRLRRRRLL,0.0
LLRLRRRRLR,0,L|LLRLRRRRLR,0.0
LLRLRRRRLR,0,R|LLRLRRRRLR,0.0
LLRLRRRRRL,0,L|LLRLRRRRRL,0.0
LLRLRRRRRL,0,R|LLRLRRRRRL,0.0
LLRLRRRRRR,0,L|LLRLRRRRRR,0.0
LLRLRRRRRR,0,R|LLRLRRRRRR,0.0
LLRRLLLLLL,0,L|LLRRLLLLLL,0.0
LLRRLLLLLL,0,R|LLRRLLLLLL,0.0
LLRRLLLLLR,0,L|LLRRLLLLLR,0.0
LLRRLLLLLR,0,R|LLRRLLLLLR,0.0
LLRRLLLLRL,0,L|LLRRLLLLRL,0.0
LLRRLLLLRL,0,R|LLRRLLLLRL,0.0
LLRRLLLLRR,0,L|LLRRLLLLRR,0.0
LLRRLLLLRR,0,R|LLRRLLLLRR,0.0
LLRRLLLRLL,0,L|LLRRLLLRLL,0.0
LLRRLLLRLL,0,R|LLRRLLLRLL,0.0
LLRRLLLRLR,0,L|LLRRLLLRLR,0.0
LLRRLLLRLR,0,R|LLRRLLLRLR,0.0
LLRRLLLRRL,0,L|LLRRLLLRRL,0.0
LLRRLLLRRL,0,R|LLRRLLLRRL,0.0
LLRRLLLRRR,0,L|LLRRLLLRRR,0.0
LLRRLLLRRR,0,R|LLRRLLLRRR,0.0
LLRRLLRLLL,0,L|LLRRLLRLLL,0.0
LLRRLLRLLL,0,R|LLRRLLRLLL,0.0
LLRRLLRLLR,0,L|LLRRLLRLLR,0.0
LLRRLLRLLR,0,R|LLRRLLRLLR,0.0
LLRRLLRLRL,0,L|LLRRLLRLRL,0.0
LLRRLLRLRL,0,R|LLRRLLRLRL,0.0
LLRRLLRLRR,0,L|LLRRLLRLRR,0.0
LLRRLLRLRR,0,R|LLRRLLRLRR,0.0
LLRRLLRRLL,0,L|LLRRLLRRLL,0.0
LLRRLLRRLL,0,R|LLRRLLRRLL,0.0
LLRRLLRRLR,0,L|LLRRLLRRLR,0.0
LLRRLLRRLR,0,R|LLRRLLRRLR,0.0
LLRRLLRRRL,0,L|LLRRLLRRRL,0.0
LLRRLLRRRL,0,R|LLRRLLRRRL,0.0
LLRRLLRRRR,0,L|LLRRLLRRRR,0.0
LLRRLLRRRR,0,R|LLRRLLRRRR,0.0
LLRRLRLLLL,0,L|LLRRLRLLLL,0.0
LLRRLRLLLL,0,R|LLRRLRLLLL,0.0
LLRRLRLLLR,0,L|LLRRLRLLLR,0.0
LLRRLRLLLR,0,R|LLRRLRLLLR,0.0
LLRRLRLLRL,0,L|LLRRLRLLRL,0.0
LLRRLRLLRL,0,R|LLRRLRLLRL,0.0
LLRRLRLLRR,0,L|LLRRLRLLRR,0.0
LLRRLRLLRR,0,R|LLRRLRLLRR,0.0
LLRRLRLRLL,0,L|LLRRLRLRLL,0.0
LLRRLRLRLL,0,R|LLRRLRLRLL,0.0
LLRRLRLRLR,0,L|LLRRLRLRLR,0.0
LLRRLRLRLR,0,R|LLRRLRLRLR,0.0
LLRRLRLRRL,0,L|LLRRLRLRRL,0.0
LLRRLRLRRL,0,R|LLRRLRLRRL,0.0
LLRRLRLRRR,0,L|LLRRLRLRRR,0.0
LLRRLRLRRR,0,R|LLRRLRLRRR,0.0
LLRRLRRLLL,0,L|LLRRLRRLLL,0.0
LLRRLRRLLL,0,R|LLRRLRRLLL,0.0
LLRRLRRLLR,0,L|LLRRLRRLLR,0.0
LLRRLRRLLR,0,R|LLRRLRRLLR,0.0
LLRRLRRLRL,0,L|LLRRLRRLRL,0.0
LLRRLRRLRL,0,R|LLRRLRRLRL,0.0
LLRRLRRLRR,0,L|LLRRLRRLRR,0.0
LLRRLRRLRR,0,R|LLRRLRRLRR,0.0
LLRRLRRRLL,0,L|LLRRLRRRLL,0.0
LLRRLRRRLL,0,R|LLRRLRRRLL,0.0
LLRRLRRRLR,0,L|LLRRLRRRLR,0.0
LLRRLRRRLR,0,R|LLRRLRRRLR,0.0
LLRRLRRRRL,0,L|LLRRLRRRRL,0.0
LLRRLRRRRL,0,R|LLRRLRRRRL,0.0
LLRRLRRRRR,0,L|LLRRLRRRRR,0.0
LLRRLRRRRR,0,R|LLRRLRRRRR,0.0
LLRRRLLLLL,0,L|LLRRRLLLLL,0.0
LLRRRLLLLL,0,R|LLRRRLLLLL,0.0
LLRRRLLLLR,0,L|LLRRRLLLLR,0.0
LLRRRLLLLR,0,R|LLRRRLLLLR,0.0
LLRRRLLLRL,0,L|LLRRRLLLRL,0.0
LLRRRLLLRL,0,R|LLRRRLLLRL,0.0
LLRRRLLLRR,0,L|LLRRRLLLRR,0.0
LLRRRLLLRR,0,R|LLRRRLLLRR,0.0
LLRRRLLRLL,0,L|LLRRRLLRLL,0.0
LLRRRLLRLL,0,R|LLRRRLLRLL,0.0
LLRRRLLRLR,0,L|LLRRRLLRLR,0.0
LLRRRLLRLR,0,R|LLRRRLLRLR,0.0
LLRRRLLRRL,0,L|LLRRRLLRRL,0.0
LLRRRLLRRL,0,R|LLRRRLLRRL,0.0
LLRRRLLRRR,0,L|LLRRRLLRRR,0.0
LLRRRLLRRR,0,R|LLRRRLLRRR,0.0
LLRRRLRLLL,0,L|LLRRRLRLLL,0.0
LLRRRLRLLL,0,R|LLRRRLRLLL,0.0
LLRRRLRLLR,0,L|LLRRRLRLLR,0.0
LLRRRLRLLR,0,R|LLRRRLRLLR,0.0
LLRRRLRLRL,0,L|LLRRRLRLRL,0.0
LLRRRLRLRL,0,R|LLRRRLRLRL,0.0
LLRRRLRLRR,0,L|LLRRRLRLRR,0.0
LLRRRLRLRR,0,R|LLRRRLRLRR,0.0
LLRRRLRRLL,0,L|LLRRRLRRLL,0.0
LLRRRLRRLL,0,R|LLRRRLRRLL,0.0
LLRRRLRRLR,0,L|LLRRRLRRLR,0.0
LLRRRLRRLR,0,R|LLRRRLRRLR,0.0
LLRRRLRRRL,0,L|LLRRRLRRRL,0.0
LLRRRLRRRL,0,R|LLRRRLRRRL,0.0
LLRRRLRRRR,0,L|LLRRRLRRRR,0.0
LLRRRLRRRR,0,R|LLRRRLRRRR,0.0
LLRRRRLLLL,0,L|LLRRRRLLLL,0.0
LLRRRRLLLL,0,R|LLRRRRLLLL,0.0
LLRRRRLLLR,0,L|LLRRRRLLLR,0.0
LLRRRRLLLR,0,R|LLRRRRLLLR,0.0
LLRRRRLLRL,0,L|LLRRRRLLRL,0.0
LLRRRRLLRL,0,R|LLRRRRLLRL,0.0
LLRRRRLLRR,0,L|LLRRRRLLRR,0.0
LLRRRRLLRR,0,R|LLRRRRLLRR,0.0
LLRRRRLRLL,0,L|LLRRRRLRLL,0.0
LLRRRRLRLL,0,R|LLRRRRLRLL,0.0
LLRRRRLRLR,0,L|LLRRRRLRLR,0.0
LLRRRRLRLR,0,R|LLRRRRLRLR,0.0
LLRRRRLRRL,0,L|LLRRRRLRRL,0.0
LLRRRRLRRL,0,R|LLRRRRLRRL,0.0
